id,premise,hypothesis,label
4784,well uh i can understand that it's uh  i don't know why he dropped it in the first place but uh,"I understand that, especially because I know his reasoning behind dropping out in the beginning.",0
4815,they might be but not at not at the human factors level,They are actually at the human factors level. ,0
4825,I saw at once by his face that something disturbing had occurred. ,His face showed that he was in shock from what had happened.,1
4834,"Proserous from the textile industry since the Middle Ages, this town survived bombardment in two world wars and remains a bustling center with an impressive main square.",The town square is said to be impressive due to its massive fountain built by Bernini.,1
4838,the difficult i point is is to where do we step in and and i think that we,It might be risky stepping in at the wrong time.,1
4864,"Lucy screamed, I've got to know.",Lucy wanted to ignore it.,0
4882,"Also, the Government might continue special arrangements relating to voter registration.","Also, the Feds have stated they will not continue special arrangements regarding voter registrations.",0
4884,"The Limpopo belt formed contemporaneously with the Zimbabwe and Kaapvaal cratons, but remained geologically active until much later.","The Limpopo belt formed contemporaneously with the Zimbabwe and Chicago cratons, but remained geologically active until much later.",0
4932,"This index provides references to the topic in (1) this Volume, (2) the original statements, and (3) Volume 2. References to the original statements are organized as  The first character indicates that it is a Concepts Statement (C) or a Standards Statement (S).",THis index refers to another chapter.,1
4935,"Richard White is quoted as saying, I don't think we need to.",Richard White never said anything. ,0
4949,Gauve saw something in San'doro's eyes and grew even more pale.,He knew what was going to happen next.,1
4951,and that's cool for or if it it feels cool compared to yesterday but very pleasant no rain in the last month i don't think ground's very dry and our yard work everything everything is in bloom so our yard work's pretty tough uh ground being dry but i guess it also uh brings about allergies we're having a lot of allergies down here right now,"If it rained, we would have less of a problem with allergies.",1
4954,yeah that's true and even i i noticed that a lot of gas stations are telling you to recycle your oil,every single gas station in town tells people to recycle their oil,1
4963,"Legal services programs in Canada are about the same age as ours, and serve a similar client community.",Our programs are older than the ones Canada has. ,0
4968,but uh anyway so i guess that's about what i do when i entertain,"yeah anyway, I have no idea what I do when I entertain",0
4969,(Thank you.),No thank you. ,0
5006,"At last she heard footsteps inside, and a moment later Mrs. Vandemeyer herself opened the door.",No one opened the door. ,0
5017,More needs to done to enhance the scope and improve the timeliness of various attest and assurance services and related reporting.,Reporting requirements have been doubled in the last 5 years.,1
5022,Who is devoting himself to enriching our popular culture with high art?,Our culture is fading. ,0
5032,"The statue was beheaded several years ago by islanders, who blame Josephine for her role in the slavery in Martinique.",Many slaves were used to work the sugarcane fields.,1
5049,"'What do you mean, you lost everything?' Derry demanded.","Derry asked ""what is the weather like?""",0
5055,so but i haven't really had any bad problems with credit cards there's you know they have uh wonderful features they're there when you need them you know like in emergencies or whatever,I don't like credit cards.,0
5062,"Outlaws do, when it pays, Anse shot out grimly.","Criminals never do, regardless of the potential payout.",0
5066,really gory um,Definitely peaceful.,0
5079,if you if you don't like it wait five minutes it'll change,It changes every five minutes.,1
5083,i didn't know yeah i was too i thought seriously about joining at that time i thought it was a fantastic idea,I didn't really give joining that much thought.,0
5103,"First awarded in 1953, the frequency of the prize has varied over the years, at times being every one, three years.","First awarded in 1953, the frequency of the prize has varied over the years, at times being every one, two or three years.",1
5107,"It can be cafes and restaurants set in the 19th-century lanes of Nahlat Shiv'a, or it can be the sky lit with an ethereal sunset over the Old Citeas muezzins call from the minarets of ancient mosques.","It cannot be cafes, as they do not exist here.",0
5125,"Perhaps, then, she could resign herself to waiting patiently for ten o'clock.",She couldn't wait until 10 and wanted him to come immediately. ,0
5184,And I have finally sat through a whole movie.,I have still never sat through a whole movie. ,0
5188,"There is no reason to change the law, Shuger's evident wish to do so aside.",Shuger did not effectively provide enough justification to convince the lawmakers to change the law. ,1
5242,"Developments in Scope and Methods, eds.",This is the latest edition of Developments in Scope and Methods.,1
5265,Section C describes the tasks to be performed by the contractor and the products to be delivered.,Section C describes the tasks that need to be done that year.,1
5285,An important part of U.S. diplomacy is getting sovereign states to work together voluntarily.,It's not important for states to work together.,0
5307,"No, don't answer.",Please respond.,0
5311,There followed the epoch of leg warmers and other mutations into the aerobics class look.,Some people wore leg warmers only for their aesthetic appeal and not because of weather or activity.,1
5326,yeah that that's possible i still think that that a lot of those people are the ones who really think that their votes don't make a difference though as well i think it's those same people who don't know any better about how we vote are are are a lot of the people who think that well look at me i'm just a little nobody my vote's not going to count anyway you know and i think that's probably a portion of the population that's massively under represented i i i would guess that that that portion of the population is massively under represented and,I think every portion of the population is equally represented.,0
5330,"It also advertises Intertops, a German online bookmaker.","It advises against the German bookmaker, especially Intertops.",0
5377,"I believe, if we exercise all due care, that there is a very good chance of his 106 being delivered into our hands.",If we don't make any mistakes we can beat him and get his 106.,1
5386,yeah that's true you know that's an interesting point that you brought up about the the fact that they essentially always have been under stress uh i would say more in the later latter years even those who stayed home had stress but when you're the one or the two out of ten women staying home on the block uh then the stresses that you do have uh the normal day-to-day stresses caring for children or whatever is occurring,Staying at home with children versus working is stressful and you don't get the benefit of receiving pay.,1
5396,uh-huh yeah well i was used to using my credit card like at Skaggs Alpha Beta in Dallas and stuff and now i'm out here in Phoenix,I was used to using my credit card out a lot but it isn't accepted in Arizona.,1
5421,oh does she now do you guys like to go out for sort of fine dining or are you more uh,Do you guys go out snow boarding or are you more into skiing?,0
5457,those guys at one point you know they had so much money that they didn't know what to do with it,They had so much money from their father's inheritance that they were practically giving it away. ,1
5480,A man in a restaurant having lunch.,the man is eating.,1
5506,"Unless the legal aid is in the community, you can't say you are serving the poor, Mintie said.",Housing and nutritional assistance are also required to serve the poor.,1
5513,well Stephanie what's your position on gun control,"Tell me your position on gun control, and I'll tell you mine. ",1
5540,"And she'll look great on a medallion, boxers, or briefs.",She would look great on a t-shirt as well.,1
5561,read and that's about it,"read lots of books, but that's about it",1
5563,He played college football at the safety positions for the University of Michigan in 1934 and 1936.,He played college football at the quarterback and safety positions for the University of Michigan in 1934 and 1936.,1
5579,Jon saw him ride into the smoke.,He rode towards Jon and out of the smoke.,0
5600,"Yes, said Jon.",Jon confirmed it emphatically.,1
5606,A comparison is then made of the heterogeneity in delivery costs for France and the U.S.,The US almost always has higher costs than France.,1
5625,The Outlaws not only brought popularity to the song.,"The Outlaws not only brought popularity to the song, but it became a fan favorite at concerts.",1
5656,"Though the Globe doesn't say so, it was surely an end that was both tragic and brave.",It was a surprise ending that was both tragic and brave.,1
5661,"How did you get in, by the way? asked Tuppence suddenly.","Tuppence knew how they got in, but wanted to hear it from them.",1
5686,Click on the British flag for an English version of the site.,There is a French and Portuguese version of the site also. ,1
5692,i think if if he was uh healthy San Francisco would have stomped those guys it wouldn't have been much of a contest,"San Francisco stood no chance, even if he had been healthy.",0
5711,"In recent years, federal surpluses added to national saving and increased funds available for investment.",There have been no federal surpluses in recent years.,0
5747,"I said, 'I guess I feel an almighty fool, but I owe it to you to let you know that it wasn't the Bill Sikes business I was up to.'  ",I was wrapped up in doing Bill Sikes's business.  ,0
5755,I'd call them mad as hell--in more senses that one.,I was mad when I called but then we had a very productive chat and I felt much better. ,1
5767,well i had cabin fever really bad so i loaded up the car and took off and i got up there and got camped or got got my camp setup,I have made many spontaneous camping trips and cabin fever is one of the reasons. ,1
5768,"In The Dustman , wrote Spencer, I try to express something of this wish and need I feel for things to be restored.",The Dustman was written with complete destruction in mind.,0
5773,and i mean this girl she had like two outfits that she would just wear all the time and everything and she got some kind of money from her government like five hundred dollars so my sister had to take her shopping and,She should not have spent the government money on clothes. ,0
5805,"Would it be easy?""",It would be done with ease. ,1
5807,i have a hard time inventing shots you know let's go around this tree and you know try a slice through a hook here and i can't do that so i i finally got out and i've been watching quite a few videos i,"My lack of inventive ability in this area was really bringing me down, because it made me feel like I just wasn't cut out to be creative.",1
5820,"The route traverses Fish Lake Valley, which is part in Nevada.","The route traverses Fish Lake Valley, which is part in California and part in Nevada.",1
5854,A guy with long brown curly hair wearing a white t-shirt is looking into the camera with something in his mouth. a,A person with long hair looks at the camera,1
5864,you know he was but he just went for the the big bucks i think Dallas was going to pay him like sixteen million over five years and he got something like eighteen or nineteen million from Las Angeles so he just went where the bucks were and shoot you can't blame him man that's that's a phenomenal amount of money but uh yeah the Mavericks are sucking it up i tell you,He only gets paid five million over 5 years by playing for Los Angeles.,0
5875,"When 74-year-old Penny Sweat was evicted from the HUD-subsidized Glendale Senior Housing in Salt Lake City last month, she moved to a nonsubsidized apartment at five times her previous rent because she was unaware of her rights.","If you are evicted from HUD-subsidized housing, nobody can help you with the increased rent.",0
5927,Information Strategies for Policy Makers.,Disinformation and Horrendous Strategies for Policy Makers,0
5928,"It's gross, says Sarah Quinn, as she loiters in the parking lot of the Four Seasons with her longtime boyfriend Ben.","Sarah Quinn and her boss, Ben, were parked in front of a Days Inn.",0
5949,"Vaikuntaperumal is a Vishnu temple of the same period, famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings.",The sculpture reliefs in the temple depict only mythological characters.,0
5957,"The Gate Theatre in Parnell Square, has a similar tradition, and stages a cosmopolitan mix of Irish and international theater.",The Gate Theatre is quite different because it focuses exclusively on classic Scottish plays.,0
5970,"Outside Baillif is the best preserved of the sugar-mill watchtowers erected by the famous militant priest, Pyre Labat .",Baillif is home to the most sugar-mills in the world.,1
6007,A woman is pulling a child on a sled in the snow.,A mother and child row a canoe.,0
6024,"(1) whetherthe plaintiff [is] one of the class for whose especial benefit the statute was enacted; (2) whether there [is] any indication of legislative intent, explicit or implicit, either to create such a remedy or to deny one; (3) whether it [is] consistent with the underlying purposes of the legislative scheme to imply such a remedy; and (4) whether the cause of action [is] one traditionally relegated to state law, in an area basically the concern of the States, so that it would be inappropriate to infer a cause of action based solely on federal law.",Whether or not the cause of action should be relegated to state or federal law is immaterial.,0
6038,So they leaked to guarantee that they would not be blamed for a quagmire or be punished at budget time--and to ensure that Clinton would suffer.,They had no intention of hurting Clinton from the leak.,0
6058,But here the whole thing is cut and dried. ,We have made it as complicated as possible. ,0
6072,I heard myself starting to speak.,I had a lot to say.,1
6076,Case  Transforming an Organization's Central Security Focal Point,Case Transforming an Organization's Cafeteria's Menu. ,0
6096,The Church of Saint Barbara is also worth visiting; it is typical Coptic in style.,"However, it is not worth your time to go visit The Church of Saint Barbara.",0
6122,"Six million Poles lost their lives during World War II, and the Jewish population was decimated, reduced from 3 million to just a couple thousand.","Sixty million Poles lost their lives during World War II, and the whole of Jewish population survived, and even gre wfrom 3 million to 3.1 million.",0
6125,For a year the tabs have been reporting on what the Star calls a string of bizarre incidents involving actress Farrah Fawcett.,The tabloids have never reported on Farrah Fawcett.  ,0
6131,yeah it was it was not a bad movie,It was bad.,0
6150,"The divisions resulted in Veneto (Venice and its hinterland), Emilia (between Ravenna and Modena), and Pentapolo (between Rimini and Perugia), plus Rome and Naples (with Sicily and Calabria).","The split of 1912 caused Veneto, Pentapolo, also Rome and Naples.",1
6166,"She also wrote for "" Executive Suite "" Executive Suite "" and "" Fish "", a 1977 - 78 spin - off from "" Barney Miller "".","She also wrote for ""Executive Suite"" and ""Fish"", a 1977-78 spin-off from ""Barney Miller"".",1
6252,"As a result, Argentines do not consider their nationality as a citizenship with various ethnicities.","As a result, Argentines do not consider their nationality as an ethnicity but as a citizenship with various ethnicities.",1
6255,"Jon hid the rapier behind his back and the first Voth rushed in, a scimitar held high.",Jon was unprepared and had no weapon when the Voth showed up for a fight. ,0
6322,"Slate in four of the site's markets (the Democratic and Republican presidential races, the battle for control of Congress, and the U.S.",Slate does better in democratic markets than republican markets.,1
6388,uh-huh we watch a lot of that also we watch uh CNN a lot,We don't watch CNN very much.,0
6409,Those listed with a quadruple asterisk * * * * have won the Tony Award for Best Actor.,Those listed with a quadruple asterisk (****) have won the Tony Award for Best Actor or Best Actress in a Musical or Play.,1
6413,yeah that's that's a bad situation i think that probably i think most companies now as far as entry you know exams require that i think they should,Testing is not something I agree with.,0
6450,tried to devote more time to them and trying to get them interested in in reading more and and spending more time at the library and it i've been moderately successful,I have put in some money in buying books for them.,1
6480,I know the Old Man hasn't contracted for anything but gettin' rid of that Pinto stud.,The old man was supposed to contract for 20 different things but he hasn't. ,1
6509,"It's a savvy choice of  Hillsman, who made ads for Minnesota Democrat Paul Wellstone before signing on with Ventura, is even closer to Beatty's liberal-populist politics than Ventura is.","Hillsman is an unexpected choice, considering his history.",0
6517,But such a horse would not be hurt.,A horse such as that one would definitely be harmed.,0
6519,right yeah i heard about that on the news yeah,The news didn't say anything about that. ,0
6532,and that's something that's something i need to to learn a lot more about is is under the current structure what is the best thing to be investing in for the future because that's a that's a scary thought you always hear that Social Security won't be around by the time we're sixty three or sixty five and and need it and that's a scary thought,Social security will still be around when I'm dead and buried.,0
6593,There Kramenin was to ask for the two girls.,Kramenin was to ask for 3 girls,0
6644,"Although GPEA focuses on electronic systems regarding information obtained from and provided to sources outside the government, it provides an additional impetus to agencies to seek further applications of paperless systems and use of electronic signatures.",GPEA focuses on electronic systems that encourage paperwork.,0
6645,"Keep in mind that a finding may include only a description of the condition, as in a purely descriptive report.",Finding lacked description in it's report,0
6691,"Let There Be Love is Joni James debut album, released by MGM Records at the end of the year.","Let There Be Love is Joni James debut album, recorded in 1953 and released by MGM Records at the end of the year.",1
6770,"The beginning of the 20th century in Spain was marked by still more crises, assassinations, and near anarchy.",The problems in Spain in the beginning of the 20th century were caused by revolutions.,1
6862,"Considering those responses, the actual increase in annual aggregate health plan expenditures would be $464 million.",There will not be an increase as a result of the comments.,0
6863,i think they prey on people's um inherent politeness on the phone even with a machine i find people being kind of polite and waiting for it to finish what it has to say and then they feel an obligation to respond even though there's not even a person there,Some people like listening to recorded messages on the telephone. ,1
6874,"After dinner, he announced, ""I shall go right away and see Jane.""",He never wanted to see Jane again.,0
6898,We evoked you by the name of Dave Hanson.,We refused to evoke you.,0
6925,suppose you know like you're a manager so they'll put you into,You're a worker drone so they wont put you into it.,0
6941,And all the time it was bluff! ,It was played very well to convince them.,1
6960,The doctor accepted quite readily the theory that Mrs. Vandemeyer had accidentally taken an overdose of chloral.,Mrs. Vandemeyer took an appropriate does of chloral.,0
6963,It's a great place to start your visit.,This is not the place to start your visit. ,0
6965,"Abridged biography of Miss Prudence Cowley, fifth daughter of Archdeacon Cowley of Little Missendell, Suffolk.",One of Miss Prudence Cowley's sisters is named Edna. ,1
7038,control type of things i i mean i don't know if he ever really got violent but they put him in a nursing home and actually the problem that they had with him was more with the hospital the the nursing home you know some day he had a fever or something so they sent him to a hospital which is what they think to routinely do which i think is ridiculous too,He is doing a lot better at the nursing home.,1
7106,Each of them was as tough as a thick tree and loyal to the death.,None of them were loyal to anything.,0
7135,"The Jardin de la Fontaine ' a pretty, tree-shaded 18th-century park on the slopes of Mont Cavalier at the northwest edge of the town ' offers a refreshing respite from the summer heat and a good view of the surrounding mountains.",The Jardin de la Fontaine is a great place to bring a date.,1
7150,"11As noted in section 3, simulations are illustrative and do not represent forecasts.",simulations are illustrative and represent forecasts.,0
7166,"They won't be killing off George Clooney's character at ER like they did to Jimmy Smits at NYPD . Instead, Dr. Doug Ross is being forced out over the next two episodes because the maverick heartthrob gives an unauthorized painkiller to a terminally ill boy (Thursday, 10 p.m.).",George Clooney will lose his job because the producers don't think he can act. ,0
7168,He hit Adrin hard in the head with the back of his arm.,His arm accidentally hit Adrin in the head.,1
7172,It never entered my head.,"I had never thought of such, but honestly, it doesn't quite surprise me that this happened.",1
7219,He straightened away from the door frame which had been supporting his shoulders.,He stood up and then addressed his friend. ,1
7269,i don't really see the emphasis on things like Peace Corps like we you know we saw back i guess in the Carter administration that was that was a big thing with him,The Peace Corps should be a main focus.,1
7273,"Throughout, he displays a deft and lively grasp of Southern history and letters, popular culture and cuisine.",He had done a lot of research into Southern history and culture.,1
7397,recent film credits include The Bourne Ultimatum opposite Matt Damon Dir.,"He was named ""One to Watch"" by ""Moviescope Magazine"" in 2008 and recent film credits include The Bourne Ultimatum opposite Matt Damon (Dir.",1
7414,"Access to resources and records should be limited to authorized individuals, and accountability for their custody and use should be assigned and maintained.",Any and all individuals with an interest should have access to the resources and records,0
7423,"The certification was accompanied by a statement that few, if any, light truck manufacturers subject to the proposed rule would be classified as small businesses.",Light truck manufacturers were happy to hear this statement because of the tax implications.,1
7455,"Through the Pharmaceutical Benefits Scheme during the same year, HIC processed over 149 million claims totaling over $1.",The Pharmaceutical Benefits Scheme aims to provide affordable prescriptions.,1
7487,that's right sure yeah you you yeah you could just sit there and talk,You can't sit there and talk.,0
7504,Chan Hao - ching and Chan Yung - jan were the defending champions.,Chan Hao-ching and Chan Yung-jan were the defending champions but Chan Hao-ching chose not to participate.,1
7529,they're on weekdays at eleven o'clock everyday Monday through Friday,They're on weekdays at eleven o'clock during the summer.,1
7544,"They'd gotten the right man for the name, all right.",The man they found didn't match the name.,0
7555,the petting farm yeah,there wasn't a petting farm,0
7559,"which allowances may be allocated under section 424, 434, 454, or 474 shall submit to the Administrator such information.",All allowances can submit such information to the Administrator.,0
7586,"Several security managers told us that, in addition to reading current professional literature, their involvement with professional organizations was a valuable means of learning about the latest monitoring tools and research efforts.",Security managers also often visit hacking forums to help stay abreast.,1
7667,"Just as he expected, the reaction was spontaneous, euphoric and unequivocally positive.",It took away for the reaction to take hold.,0
7755,Too often he might have come hunting a district where there was a longer distance between sheriffs.,He wanted to commit a crime so he looked for a place without a sheriff nearby.  ,1
7767,"One of the few surviving palace apartments is the principal harem, Rang Mahal (Palace of Color).",The Rang Mahal still survives today because it has been carefully conserved. ,1
7787,"The book includes entire chapters devoted to key figures such as creator Matt Groening and Sam Simon, who helped develop the series.","The book includes entire chapters devoted to key figures such as creator Matt Groening and James L. Brooks and Sam Simon, who helped develop the series.",1
7791,Jean Shope advocated that the definition of the full spectrum of alcohol problems include primary prevention.,Jean Shope has dealt with alcoholics in the past.,1
7818,Perhaps she twists my mind.,I think she makes me think things that aren't accurate.,1
7848,The Kal unbuckled the straps and dropped the iron jaw to the dirt.,The straps were not unbuckled. ,0
7980,"On the mosque floor rests a huge ancient slab, the Rock itself, on which Abraham prepared to sacrifice his son Isaac (but was given a last-minute reprieve by an angel) and from which the prophet Mohammed roseto Heaven during his dream-visit to Jeru?γalem.","The rock where Abraham was ordered to sacrifice his son is the stuff of legend, and no one claims to know where it is today.",0
8015,"So let me draw a slightly different moral from the saga of beach volleyball as it has evolved in our  If, as Speaker Gingrich says, the price of volleyball is eternal freedom, still it may take a village to raise a volleyball net.",Speaker Gingrich thinks there is a linear connection between volleyball and freedom.,1
8034,i'm sure you have a representative somewhere in the area just nothing more than a business representative or government services representative,You are lying about not having a representative in the area. ,1
8039,Hughes was more inclined to join the liberals.,"Hughes was more inclined to join the liberals, but Roberts was often swayed to the side of the conservatives.",1
8042,"Scientists and liberal commentators love to ridicule creationists for going back to the 19 th century, turning kids into scientific ignoramuses, and second-guessing experts and the Supreme Court.",Creationist' views on the supreme court are incorrect.,1
8052,A huge unfinished obelisk lies prone but not free from the face.,"A huge, gleaming white unfinished obelisk lies prone.",1
8067,yes it's it's really sad,"Yes, it is very heart-warming.",0
8078,"information systems at federal agencies and recommended numerous improvements,",Information systems at federal agencies were leaked.,1
8126,yeah well uh my uh my family is from uh  Europe from well from England and Ireland,My family originates from England and Ireland and we all moved to the US.,1
8163,in in their clothes and everything,It got stuck to some of their hair too.,1
8174,"Reason would say so, if what you say is true.","Reason says maybe, depending on what color.",0
8177,"No observer can enter a scene without preconceived ideas, but they can be set aside.",People can work hard to achieve zero biases.,1
8181,"On October 17, 2006, Justin Timberlake and Trace Ayala put on their first fashion show to launch their new William Rast clothing line.","On October 17, 2006, Charlotte Wise and Trace Ayala put on their first fashion show to launch their new William Rast clothing line.",0
8225,uh-huh i've heard that they were very good,I think I would enjoy them.,1
8242,The Journal put the point succinctly to  Is any publicity good publicity?,"The Journal asked ""Is this a good political move?""",1
8248,Stoner stoner metal is a rock music fusion genre that combines elements of heavy metal and/or doom metal with psychedelic rock and acid rock.,Stoner rock or stoner metal is a rock music fusion genre that combines elements of heavy metal and/or doom metal with psychedelic rock and acid rock.,1
8251,"Oh, I see what you mean. ",I'm someone who can be understanding.,1
8258,"The closest reference you'll find is on a ramp leading to the Port a Soprana, a medieval turreted gate on Piazza Dante, where there is an obscure plaque indicating the house of the discoverer's father.",Port a Soprana was rebuilt in the late 17th century.,1
8269,The Arts thread was all about the legendary art critic Clement Greenberg.,The threat ignored clement Greenberg ,0
8288,"Well, naturally. ","Well, extraordinarily.",0
8306,that's psychedelic,That drug is considered psychedelic. ,1
8331,The great breathtaking Italian adventure remains the road.,The road offers the adventure and excitement most people come here for. ,1
8335,yeah i'm trying to think what other shows i like there there's just television has changed so much and uh there's just not as many really good shows on i think as there used to be,The shows now are much better than the ones in the past.,0
8348,"The Left Behind series, co-written by Tim LaHaye, the prominent right-wing screwball and husband of Beverly LaHaye, the even more prominent right-wing screwball, and Jerry B. Jenkins, who, his biography states, is the author of 130 books, which is a lot of books for one guy to write, is a phenomenon.",The author of the series regrets writing it.,1
8349,500-105-Guide to Software Conversion Management.,There is no guide to software management.,0
8367,"If you don't believe big media has a leg up in making government behave, try this.",The only reason the government behaves is because of the media.,1
8517,This majestic room is used for modern-day entertaining when the queen hosts dinners and banquets.,The Royal Dining Room is not quite shabby and not used much.,0
8524,and uh it's funny how uh how i i uh i got acquired this animal uh when i was uh married my uh ex-wife had said that she had a friend who had a little puppy that she needed uh the woman needed someone to babysit and uh this is what she had told the kids and she even told me that and after the two week period was up uh she then informed me that the woman no longer wanted the little puppy and wanted to know if we wanted to keep it well after you had an animal for a couple of weeks it's uh you become attached you become attached to it,I got this animal from a breeer.,0
8533,maybe we'll get across we'll cross paths again good night,"I enjoyed talking with you, have a good night!",1
8547,The giant spun again and Jon felt the blade of the axe swinging overhead.,The giant swung again and this time was able to sever Jon's ear. ,1
8556,Bush's surrogates claim that he's leading a heroic effort to purge the system of this 'gotcha' politics.,"Bush's opponents do not see his efforts as heroic, but unnecessary.",1
8559,"Given their consistent results and broad applicability to general US populations, the Six-City and ACS data have been of particular importance in benefits analyses.",The only important data for benefits analyses are those taken from the Las Vegas City Council. ,0
8574,i uh yeah i haven't made any kind of effort to keep up on recent music especially in rock and roll there's not just too much uh new stuff that's well it's not as creative,I think the new rock and roll is more creative than the kind I grew up on.,0
8583,One of the hockey players just tried to score,There are a bunch of people on the ice.,1
8591,"Louis-Philippe inaugurated the final version in 1836, complete with bas-reliefs and statuary celebrating the victories of the Rev?­o?­lu?­tion and the Napoleonic Empire.",The bas-reliefs were said to be Louis-Philippe's favorite part.,1
8593,"For my part, I plan to endorse the Baptist boycott of Disney.",I do not plan to boycott.,0
8607,Then my answer is yes.,The answer was well known.,1
8609,"It is this matter, he has said, which led him to found Judicial Watch in 1994.",Judicial Watch quickly became very popular in red states.,1
8623,"Instead, we could recommend that, compared with other settings, the prevalence of alcohol problems among ED patients makes it worthy of careful consideration.",The vast majority of ED patients also suffer from alcohol dependency issues.,1
8644,He is apparently a skilled lawyer -- having built a hugely successful trial practice in Marietta before running for governor.,The candidate is a lawyer with a firm in Japan.,0
8674,There are also a couple of small aircraft lying offshore (relics of drug runners who ran out of luck) that make fascinating artificial dive sites.,Most of the crashed airplanes were hauling drugs from Cuba.,1
8682,"In this way they have involved the judiciary, the private bar, law schools, social service providers, court personnel, legal services staff and board members and clients in their planning effort.",Over eight teams and individual groups are involved in the planning efforts.,1
8685,"The Synagogue, with its red tabernacle and Chinese tiling, was built in 1568.",The synagogue had been built to serve the small community of Chinese Jews.,1
8691,"In doing so, he will take his place on the front line of the U.S. legal community's Services Corporation, the",He is a wonderful leader,1
8754,Some like his silky falsetto voice and praise him for reviving the '70s soul music of Marvin Gaye and Teddy Pendergrass.,Marvin Gaye was the most popular singer of the 1970's.,1
8764,"Prepared by Energy and Resource Consultants, Inc.","Energy and Resource Consultants, inc have not prepared anything.",0
8800,"The elaborate sculpture in four 15th-century Jain temples within the fort finds its counterpart in the finely carved facades of the Merchants' Havelis (mansions), built 200 years later, and sheltered from sandstorms on the northeast side.",The latter sculpture is very vulnerable to sandstorms.,0
8854,"Similarly, articles about Gen Y--many written by boomer parents--are fulsome about how well boomers are raising their tots, how intimately parents and kids communicate, and how much kids admire mom and dad.","These are all opinions, and are disputed among other",1
8893,An agency must establish physical control to secure and safeguard vulnerable assets.,Assets will be secured without ageny agency action. ,0
8901,But this may not be enough.,This is enough.,0
8916,"Since she has full immunity, it doesn't hurt her if it's bogus.","She has full immunity since she isn't invested in it, so lying about it to her wont impact her view. ",1
8929,Liberals called him the greatest hero in a century of jurisprudence.,The liberals hated him.,0
8950,i'm not opposed to it but when its when the time is right it will probably just kind of happen you know,I wish I had more time to think about it.,1
8972,my wife i don't no graduate students don't get bonuses we're lucky to get paychecks the way i figure,We work very hard.,1
9002,i thought that's the only one that the government does use so,I did not know they used more than one at a time.,1
9027,"Sometimes I thought I should go mad.""",Sometimes I really got stressed I thought I was going insane.,1
9040,"To date, LSC has never taken action against programs that have continued to represent alien clients after they have left the United States.",The LSC's official explanation is that it doesn't have the resources to police programs to that extent.,1
9098,on a national and a local level why do you think the apathy exists i blame it to apathy,Apathy is the cause of apathy on a national and local level.,1
9176,Darrell (Thornton) and Bobby Cooper (Penn) in U-Turn (75 seconds) :,Darrell and Bobby Cooper are friends in U-Turn.,1
9289,"Well, sir, she slipped it into a long envelope, and put it inside a sort of purple box that was standing on the desk.",The long envelope was sealed before being put in the box.,1
9296,"USA Today says the telecommuting revolution has fizzled, in part because office teamwork is becoming more important.",Telecommuting is growing. ,0
9308,"The primary goal of this system is to base employee compensation primarily on the knowledge, skills, and performance of individual employees.",The system is unjust ,1
9316,and it was good weather,There was a blizzard.,0
9328,To reach Gosier's attractive offshore islet requires a challenging swim or an easy boat ride.,You can only reach the islet by boat.,0
9338,Theory and Evidence on Saving in Low-Income Households.,Only high income households can engage in savings activities.,0
9376,Time 's cover package considers what makes a good school.,Time's cover package is about how most college students have to deal with insane student loans.,0
9377,"Its lucid integrity should go far toward raising the standards of architecture in New York City, says the New York Times ' Herbert Muschamp.",Herbert Muschamp is a reporter.,1
9390,Very well. Her mouth opened meekly.,She prepared for a kiss.,1
9402,The second World War was more devastating for Poland than any other country.,Poland's entrance into World War II was a result of Germany's invasion. ,1
9404,well you were in Peru,You liked Peru.  ,1
9410,A group of people sitting in a grassy area under a pink and white blossoming tree.,People are running in a grassy area.,0
9416,"The fourth row, labeled Subtotal shows the First-Class household mail as the sum of mail in the above three sectors.",There were 15 rows total.,1
9424,"From slaves' dreams of being transported magically back to Africa to Toni Morrison's Song of Solomon , the idea of a miraculous exodus has loomed large in black American narratives.","Because of the book ""Song Of Solomon"" many black Americans have discussed returning to Africa.",1
9463,"The tourist influx has triggered a building boom around the island and in the tiny capital of Gustavia, situated on a picture-postcard harbor.",No new buildings are being built around Gustavia.  ,0
9475,that's hilarious to to get that jack off that's right oh that's a funny story,I will enjoy telling that story.,1
9514,Farrell continues to produce Lollapalooza with partners William Morris Agency and C3.,Farrell continues to produce Lollapalooza with partners William Morris Agency and C4.,0
9518,In the late 1990s the church underwent a massive renovation and now acts as the permanent center and offices for the Edinburgh International Festival.,It took eight years to renovate the church.,1
9524,and i don't it would i think it was very beneficial to us i mean like in the summer we were always in the library programs reading books and we went skating a lot and,"It wasn't beneficial to us, our parents made us go to the library and skate. ",1
9527,and uh i really don't know the uh full reason why they're doing it but they've got confidence in the man,I some theories about why they are doing it. ,1
9542,and but i'm at school i'm in you know i live i live up at the college,I live at home with my parents.,0
9560,The percentage of questionable cases for individual programs ranged from 7 percent to 42 percent.,The range of questionable cases was between three and 4%.,0
9573,but i'm proud though that that um you know i grew up in the sixties and back then it was popular you know but people have really wisened you know become wise about drugs and,There was no drug use in the 1960s.,0
9576,"If it's a family, it's more like the Corleones than the Cleavers.",The family is more like the Corleones of southern Texas. ,1
